fnl,hpw,gain,edu_int,years,loss,relation,country,job,work_type,partner,edu,gender,race,money
73746.0,40.91967152542182,0.0,10.0,56.0,0.0,H,United-States,Exec-managerial,SelfNotInc,MCS,SC,M,White,>50K
279960.0,40.0,0.0,9.0,27.0,0.0,H,United-States,Sales,Priv,MCS,HSG,M,White,<=50K
160625.0,40.0,0.0,9.0,60.0,0.0,H,United-States,Prof-specialty,Priv,MCS,HSG,M,White,<=50K
126327.0,40.0,0.0,12.0,26.0,0.0,NotM,United-States,Adm-clerical,SGov,NM,AA,F,Black,<=50K
206365.0,39.65512579837151,0.0,9.0,32.0,0.0,NotF,United-States,Other-service,Priv,NM,HSG,F,Black,<=50K
159322.0,50.0,0.0,13.0,34.0,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,>50K
156015.0,39.955095703179815,0.0,11.0,33.0,0.0,H,United-States,Tech-support,LGov,MCS,AV,M,White,<=50K
61777.0,39.77214720169842,0.0,10.0,21.0,0.0,NotF,United-States,Craft-repair,Priv,NM,SC,M,White,<=50K
130557.0,40.0,0.0,13.0,25.0,0.0,NotF,United-States,Adm-clerical,Priv,NM,B,F,White,<=50K
211013.0,50.0,0.0,11.0,21.0,0.0,Other,Mexico,Other-service,Priv,MCS,AV,F,White,<=50K
178353.0,40.0,0.0,13.0,55.0,0.0,H,United-States,Exec-managerial,SelfNotInc,MCS,B,M,White,>50K
268051.0,40.0,0.0,10.0,34.0,0.0,Other,Haiti,Protective-serv,Priv,MCS,SC,F,Black,<=50K
188041.0,50.0,0.0,10.0,35.0,0.0,H,United-States,Exec-managerial,Priv,MCS,SC,M,White,<=50K
211349.0,40.0,0.0,6.0,32.0,0.0,H,United-States,Transport-moving,Priv,MCS,10,M,White,<=50K
278220.0,40.0,0.0,10.0,19.0,0.0,OwnC,United-States,Craft-repair,Priv,NM,SC,F,White,<=50K
410439.0,40.0,0.0,9.0,22.0,0.0,NotF,United-States,Sales,Priv,MSA,HSG,M,White,<=50K
90935.0,40.0,0.0,11.0,21.0,0.0,OwnC,United-States,Transport-moving,Priv,NM,AV,M,White,<=50K
190767.0,40.0,0.0,11.0,42.0,0.0,NotM,United-States,Tech-support,Priv,D,AV,F,White,<=50K
214731.0,40.0,0.0,6.0,22.0,0.0,W,United-States,Machine-op-inspct,Priv,MCS,10,F,White,<=50K
154891.0,52.0,0.0,9.0,51.0,0.0,NotM,United-States,Protective-serv,LGov,D,HSG,M,White,<=50K
90159.0,40.198293975414565,0.0,13.0,36.0,0.0,W,United-States,Prof-specialty,Priv,MCS,B,F,White,>50K
95336.0,50.0,0.0,13.0,38.0,0.0,H,United-States,Sales,Priv,MCS,B,M,White,>50K
240841.0,40.0,0.0,10.0,39.0,0.0,NotF,United-States,Other-service,Priv,NM,SC,F,White,<=50K
140644.0,45.0,0.0,16.0,45.0,0.0,NotF,United-States,Prof-specialty,Priv,D,D,M,White,>50K
83893.0,40.0,0.0,11.0,37.0,0.0,H,United-States,Adm-clerical,Priv,MCS,AV,M,White,<=50K
199995.0,50.0,0.0,5.0,51.0,0.0,H,United-States,Craft-repair,Priv,MCS,9,M,White,>50K
100593.0,40.0,0.0,10.0,34.0,0.0,NotM,United-States,Prof-specialty,Priv,D,SC,F,White,<=50K
128640.0,40.0,0.0,10.0,36.0,0.0,W,United-States,Craft-repair,Priv,MCS,SC,F,White,<=50K
161478.0,40.0,0.0,10.0,23.0,0.0,OwnC,United-States,Other-service,Priv,NM,SC,F,Asian-Pac-Islander,<=50K
300275.0,48.0,0.0,9.0,23.0,0.0,NotF,United-States,Sales,Priv,NM,HSG,M,White,<=50K
78859.0,40.0,0.0,14.0,49.0,0.0,NotM,United-States,Prof-specialty,LGov,W,M,F,White,<=50K
175069.0,50.0,0.0,13.0,24.0,0.0,NotF,United-States,Craft-repair,Priv,NM,B,M,White,<=50K
186212.0,50.0,0.0,12.0,36.0,0.0,H,United-States,Craft-repair,Priv,MCS,AA,M,White,<=50K
137951.0,40.0,0.0,9.0,25.0,0.0,NotM,United-States,Adm-clerical,Priv,NM,HSG,F,White,<=50K
89391.0,40.0,0.0,15.0,37.0,0.0,H,United-States,Craft-repair,Priv,MCS,PS,M,White,>50K
26880.0,40.0,0.0,10.0,40.0,0.0,NotM,United-States,Adm-clerical,FGov,NM,SC,F,White,<=50K
215479.0,39.980527396404526,0.0,9.0,41.0,0.0,NotF,United-States,Handlers-cleaners,Priv,S,HSG,M,Black,<=50K
214227.0,40.0,0.0,11.0,23.0,0.0,NotF,United-States,Adm-clerical,Priv,D,AV,F,White,<=50K
354923.0,40.0,0.0,12.0,55.0,0.0,NotM,United-States,Adm-clerical,Priv,D,AA,F,White,<=50K
199198.0,40.0,0.0,7.0,62.0,0.0,NotF,United-States,Craft-repair,Priv,D,11,F,Black,<=50K
227214.0,40.0,0.0,13.0,32.0,0.0,H,Ecuador,Prof-specialty,Priv,MCS,B,M,Other,<=50K
119422.0,40.0,0.0,9.0,18.0,0.0,NotM,India,Other-service,SelfInc,NM,HSG,F,Asian-Pac-Islander,<=50K
403865.0,40.0,0.0,10.0,24.0,0.0,H,United-States,Craft-repair,Priv,MCS,SC,M,White,<=50K
205987.0,40.0,0.0,15.0,40.0,0.0,NotF,Cuba,Exec-managerial,Priv,NM,PS,F,White,<=50K
102476.0,50.0,0.0,13.0,25.0,0.0,NotF,United-States,Prof-specialty,Priv,NM,B,M,White,<=50K
111319.0,45.0,0.0,12.0,35.0,0.0,H,United-States,Sales,SelfInc,MCS,AA,M,White,>50K
194905.0,40.0,0.0,10.0,19.0,0.0,OwnC,United-States,Other-service,Priv,NM,SC,F,White,<=50K
180318.0,35.0,0.0,6.0,42.0,0.0,NotM,United-States,Farming-fishing,LGov,NM,10,M,White,<=50K
203277.0,40.0,0.0,9.0,30.0,0.0,H,United-States,Protective-serv,Priv,MCS,HSG,M,White,>50K
109097.0,48.0,0.0,9.0,26.0,0.0,NotM,United-States,Adm-clerical,Priv,D,HSG,F,White,<=50K
99096.0,38.0,0.0,10.0,48.0,0.0,NotF,United-States,Adm-clerical,Priv,D,SC,F,White,<=50K
64506.0,40.0,0.0,10.0,43.0,0.0,NotF,United-States,Other-service,Priv,D,SC,M,White,<=50K
99388.0,40.0,0.0,12.0,38.0,0.0,H,El-Salvador,Other-service,Priv,MCS,AA,M,White,<=50K
302406.0,40.0,0.0,14.0,27.0,0.0,H,United-States,Prof-specialty,Priv,MCS,M,M,White,<=50K
254202.0,50.0,0.0,13.0,37.0,0.0,H,United-States,Sales,Priv,MCS,B,M,White,<=50K
339767.0,40.0,0.0,10.0,43.0,0.0,W,England,Other-service,Priv,MCS,SC,F,White,>50K
115422.0,40.0,0.0,9.0,39.0,0.0,H,United-States,Farming-fishing,Priv,MCS,HSG,M,White,<=50K
135647.0,40.0,0.0,7.0,59.0,0.0,H,United-States,Sales,Priv,MCS,11,M,White,<=50K
306646.0,41.179600830306384,0.0,10.0,39.0,0.0,H,United-States,Sales,Priv,MCS,SC,M,White,>50K
228287.0,50.0,0.0,9.0,61.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,<=50K
178353.0,40.0,0.0,8.0,18.0,0.0,OwnC,United-States,Handlers-cleaners,Priv,NM,12,M,White,<=50K
227070.0,40.0,0.0,6.0,24.0,0.0,W,United-States,Machine-op-inspct,Priv,MCS,10,M,White,<=50K
161563.0,40.957775711231534,0.0,9.0,63.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,<=50K
308334.0,40.0,0.0,10.0,46.0,0.0,NotM,Mexico,Other-service,Priv,W,1-4,F,Other,<=50K
311184.0,40.0,0.0,13.0,75.0,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,<=50K
199314.0,40.0,0.0,13.0,27.0,0.0,NotF,Poland,Adm-clerical,Priv,NM,B,M,White,<=50K
118853.0,40.0,0.0,13.0,40.0,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,<=50K
50178.0,35.0,0.0,10.0,32.0,0.0,OwnC,United-States,Sales,Priv,NM,SC,M,White,<=50K
127651.0,40.0,0.0,13.0,32.0,0.0,H,United-States,Prof-specialty,FGov,MCS,B,M,White,>50K
340917.0,50.0,0.0,13.0,32.0,0.0,NotF,United-States,Prof-specialty,Priv,NM,B,M,White,>50K
243743.0,40.0,0.0,13.0,46.0,0.0,H,United-States,Prof-specialty,Priv,MCS,B,M,White,>50K
100321.0,45.0,0.0,10.0,24.0,0.0,H,United-States,Prof-specialty,Priv,MCS,B,M,White,<=50K
259323.0,40.0,0.0,15.0,69.0,0.0,NotF,United-States,Craft-repair,Priv,D,PS,M,White,<=50K
182437.0,45.0,0.0,13.0,43.0,0.0,NotF,United-States,Prof-specialty,Priv,NM,B,M,White,>50K
141944.0,38.0,0.0,13.0,46.0,0.0,H,United-States,Prof-specialty,LGov,MCS,B,M,White,>50K
167380.0,40.0,0.0,4.0,50.0,0.0,H,United-States,Farming-fishing,SelfNotInc,MCS,7-8,M,White,<=50K
54887.0,40.0,0.0,16.0,47.0,0.0,H,United-States,Prof-specialty,SGov,MCS,D,M,White,>50K
199067.0,40.0,0.0,9.0,55.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,>50K
122742.0,40.0,0.0,12.0,39.0,0.0,H,United-States,Exec-managerial,SelfInc,MCS,AA,M,White,>50K
378322.0,50.0,0.0,9.0,25.0,0.0,NotF,United-States,Craft-repair,Priv,NM,HSG,M,White,<=50K
103323.0,40.0,0.0,9.0,37.0,0.0,NotF,United-States,Craft-repair,Priv,NM,HSG,M,White,<=50K
119721.0,40.0,0.0,9.0,41.0,0.0,H,United-States,Tech-support,Priv,MCS,HSG,M,White,<=50K
225772.0,40.0,0.0,16.0,50.0,0.0,NotF,United-States,Prof-specialty,SelfNotInc,D,D,F,White,>50K
359131.0,40.0,0.0,13.0,35.0,0.0,W,United-States,Prof-specialty,Priv,MCS,B,F,White,>50K
167826.0,41.16500637665486,0.0,13.0,69.0,0.0,H,United-States,Craft-repair,Priv,MCS,B,M,White,<=50K
179186.0,40.0,0.0,10.0,31.0,0.0,H,United-States,Sales,Priv,MCS,B,M,Black,>50K
144685.0,40.0,0.0,10.0,20.0,0.0,OwnC,Taiwan,Craft-repair,Priv,NM,SC,M,Asian-Pac-Islander,<=50K
188774.0,40.0,0.0,13.0,37.0,0.0,H,United-States,Adm-clerical,Priv,MCS,B,M,White,<=50K
154410.0,50.0,0.0,13.0,35.0,0.0,H,United-States,Exec-managerial,Priv,MCS,B,M,White,>50K
206951.0,40.0,0.0,14.0,35.0,0.0,H,United-States,Sales,Priv,MCS,M,M,White,>50K
105794.0,50.0,0.0,15.0,40.0,0.0,NotF,United-States,Prof-specialty,Priv,NM,PS,F,White,>50K
37778.0,40.0,0.0,10.0,36.0,0.0,H,United-States,Exec-managerial,Priv,MCS,SC,M,White,<=50K
31007.0,40.0,0.0,6.0,17.0,0.0,OwnC,United-States,Other-service,Priv,NM,10,F,White,<=50K
137591.0,35.0,0.0,10.0,22.0,0.0,OwnC,United-States,Sales,Priv,NM,SC,M,White,<=50K
96249.0,40.0,0.0,10.0,44.0,0.0,H,United-States,Sales,Priv,MCS,SC,M,White,>50K
242391.0,42.74952828983058,0.0,15.0,47.0,0.0,H,United-States,Prof-specialty,SelfNotInc,MCS,PS,M,White,>50K
168276.0,40.0,0.0,6.0,36.0,0.0,NotF,United-States,Other-service,Priv,D,10,M,White,<=50K
173002.0,40.0,0.0,9.0,31.0,0.0,OwnC,United-States,Adm-clerical,Priv,NM,HSG,F,White,<=50K
24008.0,40.0,0.0,10.0,22.0,0.0,OwnC,United-States,Craft-repair,Priv,NM,SC,M,White,<=50K
321787.0,40.090293743720274,0.0,10.0,34.0,0.0,OwnC,United-States,Adm-clerical,Priv,NM,SC,M,White,<=50K
241444.0,50.0,0.0,10.0,52.0,0.0,H,Puerto-Rico,Craft-repair,Priv,MCS,1-4,M,Other,<=50K
243842.0,40.0,0.0,5.0,22.0,0.0,OwnC,United-States,Craft-repair,Priv,NM,9,M,White,<=50K
96480.0,40.0,0.0,10.0,34.0,0.0,NotM,United-States,Exec-managerial,Priv,S,SC,F,White,<=50K
79445.0,40.0,0.0,6.0,76.0,0.0,H,United-States,Craft-repair,Priv,MCS,10,M,White,<=50K
213258.0,40.0,0.0,9.0,26.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,<=50K
113129.0,40.0,0.0,10.0,31.0,0.0,OwnC,United-States,Other-service,SGov,NM,SC,F,White,<=50K
95929.0,40.0,0.0,5.0,61.0,0.0,NotF,United-States,Other-service,Priv,D,9,M,White,<=50K
194501.0,47.0,0.0,7.0,53.0,0.0,OwnC,United-States,Other-service,Priv,W,11,F,White,<=50K
180446.0,40.0,0.0,6.0,48.0,0.0,H,United-States,Machine-op-inspct,Priv,MCS,10,M,Black,<=50K
64632.0,50.0,0.0,9.0,42.0,0.0,H,United-States,Exec-managerial,SelfNotInc,MCS,HSG,M,White,<=50K
173271.0,40.35112026573666,0.0,9.0,47.0,0.0,NotM,United-States,Adm-clerical,Priv,D,HSG,F,White,<=50K
64216.0,40.0,0.0,9.0,49.0,0.0,NotF,United-States,Transport-moving,Priv,D,HSG,M,White,<=50K
162236.0,40.0,0.0,14.0,48.0,0.0,NotM,United-States,Exec-managerial,SelfNotInc,W,M,F,White,>50K
308118.0,40.0,0.0,12.0,59.0,0.0,NotF,United-States,Exec-managerial,Priv,W,AA,F,White,>50K
151322.0,40.0,0.0,13.0,37.0,0.0,NotF,United-States,Prof-specialty,SGov,NM,B,M,White,<=50K
213902.0,40.0,0.0,3.0,22.0,0.0,Other,El-Salvador,Priv-house-serv,Priv,NM,5-6,M,White,<=50K
100933.0,40.0,0.0,9.0,51.0,0.0,Other,United-States,Exec-managerial,Priv,NM,HSG,F,White,<=50K
178353.0,38.97333057592307,0.0,9.0,30.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,>50K
143385.0,40.0,0.0,10.0,36.0,0.0,H,United-States,Protective-serv,SGov,MCS,SC,M,White,<=50K
156464.0,45.0,0.0,14.0,30.0,0.0,NotF,United-States,Prof-specialty,Priv,NM,M,M,White,>50K
138370.0,50.0,0.0,14.0,48.0,0.0,NotF,India,Sales,SelfInc,MSA,M,M,Asian-Pac-Islander,<=50K
178353.0,40.0,0.0,10.0,38.0,0.0,NotM,United-States,Tech-support,FGov,D,SC,F,Black,<=50K
168048.0,40.0,0.0,15.0,63.0,0.0,H,United-States,Prof-specialty,SelfNotInc,MCS,PS,M,White,<=50K
176570.0,39.26815522579283,0.0,7.0,19.0,0.0,OwnC,United-States,Machine-op-inspct,Priv,NM,11,M,White,<=50K
137421.0,40.0,0.0,9.0,40.0,0.0,H,Trinadad&Tobago,Transport-moving,Priv,MCS,HSG,M,Asian-Pac-Islander,<=50K
270502.0,40.0,0.0,7.0,18.0,0.0,OwnC,United-States,Exec-managerial,Priv,NM,11,M,White,<=50K
214891.0,39.81875604850775,0.0,9.0,35.0,0.0,H,Dominican-Republic,Transport-moving,Priv,MCS,HSG,M,Other,<=50K
151382.0,40.0,0.0,9.0,29.0,0.0,H,United-States,Transport-moving,Priv,MCS,HSG,M,White,<=50K
240747.0,40.0,0.0,9.0,18.0,0.0,OwnC,Dominican-Republic,Machine-op-inspct,Priv,NM,HSG,F,White,<=50K
98350.0,40.0,0.0,10.0,50.0,0.0,H,Philippines,Adm-clerical,Priv,MCS,SC,M,Asian-Pac-Islander,>50K
392325.0,40.0,0.0,10.0,55.0,0.0,H,United-States,Sales,SelfInc,MCS,B,M,White,>50K
130438.0,40.0,0.0,9.0,29.0,0.0,H,United-States,Machine-op-inspct,Priv,MCS,HSG,M,White,<=50K
94401.0,40.0,0.0,9.0,20.0,0.0,NotM,United-States,Exec-managerial,Priv,NM,HSG,F,White,<=50K
80638.0,40.29274413719602,0.0,13.0,37.0,0.0,H,China,Other-service,Priv,MCS,B,M,Asian-Pac-Islander,<=50K
298661.0,40.0,0.0,13.0,28.0,0.0,NotF,United-States,Tech-support,FGov,NM,B,F,Black,<=50K
301614.0,40.0,0.0,7.0,39.0,0.0,H,United-States,Other-service,LGov,MCS,11,M,White,<=50K
274103.0,40.0,0.0,13.0,22.0,0.0,OwnC,United-States,Prof-specialty,FGov,NM,B,M,White,<=50K
173968.0,40.0,0.0,9.0,37.0,0.0,H,United-States,Transport-moving,Priv,MCS,HSG,M,White,<=50K
20507.0,50.0,0.0,9.0,36.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,>50K
227232.0,40.0,0.0,10.0,61.0,0.0,NotF,United-States,Sales,SelfInc,S,B,F,White,<=50K
284196.0,40.0,0.0,6.0,27.0,0.0,NotF,United-States,Other-service,Priv,D,10,M,White,<=50K
185127.0,39.68958146987485,0.0,9.0,29.0,0.0,H,United-States,Sales,Priv,MCS,HSG,M,White,<=50K
234057.0,45.0,0.0,9.0,51.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,>50K
216134.0,40.0,0.0,10.0,22.0,0.0,OwnC,United-States,Sales,Priv,NM,SC,F,Black,<=50K
219110.0,46.0,0.0,9.0,30.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,<=50K
118993.0,40.7987477372194,0.0,10.0,55.0,0.0,NotM,United-States,Exec-managerial,Priv,S,SC,F,White,<=50K
178353.0,40.0,0.0,9.0,18.0,0.0,NotF,United-States,Machine-op-inspct,Priv,NM,HSG,F,White,<=50K
151089.0,50.0,0.0,10.0,43.0,0.0,H,United-States,Transport-moving,Priv,MCS,SC,M,White,<=50K
206354.0,35.0,0.0,9.0,21.0,0.0,NotM,United-States,Other-service,Priv,NM,HSG,F,Black,<=50K
253370.0,35.0,0.0,9.0,40.0,0.0,W,United-States,Craft-repair,Priv,MCS,HSG,F,White,>50K
191276.0,40.0,0.0,11.0,31.0,0.0,NotM,United-States,Handlers-cleaners,Priv,D,AV,F,White,<=50K
205359.0,32.0,0.0,7.0,38.0,0.0,W,United-States,Adm-clerical,Priv,MCS,11,F,White,<=50K
126822.0,40.0,0.0,13.0,22.0,0.0,OwnC,United-States,Adm-clerical,Priv,NM,B,F,White,<=50K
326379.0,39.77443685665389,0.0,9.0,43.0,0.0,NotF,United-States,Craft-repair,Priv,D,HSG,M,White,<=50K
116057.0,40.0,0.0,9.0,67.0,0.0,NotF,United-States,Exec-managerial,SelfNotInc,D,HSG,F,White,<=50K
180211.0,40.0,0.0,13.0,66.0,0.0,H,Philippines,Craft-repair,Priv,MCS,B,M,Asian-Pac-Islander,<=50K
178835.0,39.71565645690536,0.0,9.0,32.0,0.0,NotF,United-States,Adm-clerical,Priv,NM,HSG,M,White,<=50K
89737.0,48.0,0.0,10.0,50.0,0.0,H,United-States,Craft-repair,SelfNotInc,MCS,SC,M,White,<=50K
196269.0,40.0,0.0,7.0,24.0,0.0,H,United-States,Handlers-cleaners,Priv,MCS,11,M,Other,<=50K
111939.0,35.0,0.0,9.0,51.0,0.0,H,United-States,Transport-moving,SelfNotInc,MCS,HSG,M,White,>50K
137681.0,40.0,0.0,10.0,31.0,0.0,H,United-States,Other-service,Priv,MCS,SC,M,White,<=50K
245487.0,40.0,0.0,9.0,43.0,0.0,H,Mexico,Craft-repair,Priv,MCS,HSG,M,Other,<=50K
53833.0,40.0,0.0,9.0,54.0,0.0,H,United-States,Machine-op-inspct,Priv,MCS,HSG,M,White,>50K
150175.0,40.0,0.0,10.0,22.0,0.0,OwnC,United-States,Adm-clerical,Priv,NM,SC,F,White,<=50K
172709.0,40.0,0.0,9.0,48.0,0.0,NotM,United-States,Other-service,Priv,D,HSG,F,Black,<=50K
116797.0,41.59726702076051,0.0,9.0,41.0,0.0,H,United-States,Sales,Priv,MCS,HSG,M,White,>50K
154950.0,40.0,0.0,13.0,30.0,0.0,H,United-States,Protective-serv,LGov,MCS,B,M,White,>50K
262478.0,40.0,0.0,9.0,27.0,0.0,OwnC,United-States,Farming-fishing,Priv,NM,HSG,M,Black,<=50K
188774.0,40.0,0.0,13.0,37.0,0.0,NotF,United-States,Exec-managerial,Priv,NM,B,M,White,>50K
66460.0,45.0,0.0,10.0,42.0,0.0,NotM,United-States,Exec-managerial,Priv,D,SC,F,White,<=50K
163047.0,38.0,0.0,10.0,59.0,0.0,NotF,United-States,Adm-clerical,SGov,D,SC,F,White,<=50K
211035.0,40.0,0.0,13.0,62.0,0.0,W,United-States,Adm-clerical,Priv,MCS,B,F,White,>50K
178353.0,40.0,0.0,10.0,18.0,0.0,NotF,United-States,Adm-clerical,Priv,NM,SC,F,White,<=50K
32185.0,40.0,0.0,9.0,44.0,0.0,NotM,United-States,Transport-moving,Priv,NM,HSG,M,White,<=50K
164231.0,35.0,0.0,7.0,23.0,0.0,OwnC,United-States,Prof-specialty,Priv,S,11,M,White,<=50K
193047.0,40.0,0.0,9.0,46.0,0.0,H,United-States,Exec-managerial,Priv,MCS,HSG,M,White,>50K
212465.0,40.0,0.0,9.0,35.0,0.0,H,United-States,Craft-repair,Priv,MCS,HSG,M,White,>50K
78172.0,40.0,0.0,10.0,26.0,0.0,H,United-States,Protective-serv,Priv,MAS,SC,M,White,<=50K
110610.0,50.0,0.0,6.0,63.0,0.0,H,United-States,Farming-fishing,SelfInc,MCS,10,M,White,<=50K
182494.0,40.0,0.0,4.0,23.0,0.0,OwnC,United-States,Machine-op-inspct,Priv,NM,7-8,M,White,<=50K
266764.0,45.0,0.0,10.0,48.0,0.0,H,United-States,Craft-repair,Priv,MCS,SC,M,White,>50K
174090.0,40.0,0.0,9.0,43.0,0.0,W,United-States,Adm-clerical,SelfNotInc,MCS,HSG,F,White,>50K
114650.0,40.0,0.0,5.0,64.0,0.0,H,United-States,Craft-repair,SGov,MCS,9,M,White,<=50K
82775.0,40.0,0.0,10.0,60.0,0.0,H,United-States,Sales,Priv,MCS,SC,M,White,<=50K
212668.0,40.0,0.0,10.0,20.0,0.0,OwnC,United-States,Sales,Priv,NM,SC,F,White,<=50K
282753.0,40.0,0.0,11.0,38.0,0.0,OwnC,United-States,Exec-managerial,LGov,D,AV,M,White,<=50K
133299.0,40.0,0.0,11.0,36.0,0.0,H,United-States,Craft-repair,Priv,MCS,AV,M,White,<=50K
337940.0,40.0,0.0,3.0,26.0,0.0,NotF,Mexico,Transport-moving,Priv,NM,5-6,M,White,<=50K
